xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
AUT,2004,INC,N,FALSE,EU-SILC,2,2003-2021,.2978899,.1583986,2017
AUT,2005,INC,N,FALSE,EU-SILC,2,2003-2021,.2871543,.1417087,2017
AUT,2006,INC,N,FALSE,EU-SILC,2,2003-2021,.2958758,.1588616,2017
AUT,2007,INC,N,FALSE,EU-SILC,2,2003-2021,.3058,.1659903,2017
AUT,2008,INC,N,FALSE,EU-SILC,2,2003-2021,.3043739,.1680073,2017
AUT,2009,INC,N,FALSE,EU-SILC,2,2003-2021,.3149623,.1815974,2017
AUT,2010,INC,N,FALSE,EU-SILC,2,2003-2021,.3025226,.1609189,2017
AUT,2011,INC,N,FALSE,EU-SILC,2,2003-2021,.3080167,.1708195,2017
AUT,2012,INC,N,FALSE,EU-SILC,2,2003-2021,.3047632,.1632984,2017
AUT,2013,INC,N,FALSE,EU-SILC,2,2003-2021,.3075313,.1785372,2017
AUT,2014,INC,N,FALSE,EU-SILC,2,2003-2021,.3053568,.1743137,2017
AUT,2015,INC,N,FALSE,EU-SILC,2,2003-2021,.3053277,.178534,2017
AUT,2016,INC,N,FALSE,EU-SILC,2,2003-2021,.3079707,.1714827,2017
AUT,2017,INC,N,FALSE,EU-SILC,2,2003-2021,.2973759,.15457,2017
AUT,2018,INC,N,FALSE,EU-SILC,2,2003-2021,.3084879,.1727676,2017
AUT,2019,INC,N,FALSE,EU-SILC,2,2003-2021,.3021155,.161,2017
AUT,2020,INC,N,FALSE,EU-SILC,2,2003-2021,.2980179,.1574445,2017
AUT,2021,INC,N,FALSE,EU-SILC,2,2003-2021,.3070223,.1773023,2017
AZE,1995,CONS,N,FALSE,SLC,0,1995,.3465028,.2105033,2017
AZE,2001,CONS,N,FALSE,HBS,1,2001-2005,.3645494,.2507486,2017
AZE,2002,CONS,N,FALSE,HBS,1,2001-2005,.2527767,.1280367,2017
AZE,2003,CONS,N,FALSE,HBS,1,2001-2005,.2683288,.1382024,2017
AZE,2004,CONS,N,FALSE,HBS,1,2001-2005,.2662159,.1474769,2017
AZE,2005,CONS,N,FALSE,HBS,1,2001-2005,.2655491,.1437015,2017
BDI,1992,CONS,N,FALSE,EDCM,0,1992,.3333381,,2017
BDI,1998,CONS,N,FALSE,EP,1,1998-2013,.4231653,.3519037,2017
BDI,2006,CONS,N,FALSE,QUIBB,1,1998-2013,.3335986,.2085476,2017
BDI,2013,CONS,N,FALSE,ECVMB,1,1998-2013,.3862482,.2834026,2017
BDI,2020,CONS,N,FALSE,EICVMB,2,2020,.3745651,.263481,2017
BEL,1985,INC,N,FALSE,SEP-LIS,0,1985-1997,.2520385,.1079176,2017
BEL,1988,INC,N,FALSE,SEP-LIS,0,1985-1997,.2571468,.1191231,2017
BEL,1992,INC,N,FALSE,SEP-LIS,0,1985-1997,.2495188,.1066698,2017
BEL,1995,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.2841227,.148175,2017
BEL,1997,INC,N,FALSE,SEP-LIS,0,1985-1997,.2683256,.1238519,2017
BEL,2000,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.3313756,.33014,2017
BEL,2003,INC,N,FALSE,EU-SILC,2,2003-2021,.2814395,.1454794,2017
BEL,2004,INC,N,FALSE,EU-SILC,2,2003-2021,.305415,.3062431,2017
BEL,2005,INC,N,FALSE,EU-SILC,2,2003-2021,.2933733,.2276015,2017
BEL,2006,INC,N,FALSE,EU-SILC,2,2003-2021,.280545,.1424302,2017
BEL,2007,INC,N,FALSE,EU-SILC,2,2003-2021,.2923797,.1771034,2017
BEL,2008,INC,N,FALSE,EU-SILC,2,2003-2021,.2837401,.1608188,2017
BEL,2009,INC,N,FALSE,EU-SILC,2,2003-2021,.2855135,.1548911,2017
BEL,2010,INC,N,FALSE,EU-SILC,2,2003-2021,.2837519,.1656717,2017
BEL,2011,INC,N,FALSE,EU-SILC,2,2003-2021,.280607,.1490089,2017
BEL,2012,INC,N,FALSE,EU-SILC,2,2003-2021,.274911,.1378996,2017
BEL,2013,INC,N,FALSE,EU-SILC,2,2003-2021,.276692,.1356927,2017
BEL,2014,INC,N,FALSE,EU-SILC,2,2003-2021,.2813415,.1513962,2017
BEL,2015,INC,N,FALSE,EU-SILC,2,2003-2021,.2772946,.1466273,2017
BEL,2016,INC,N,FALSE,EU-SILC,2,2003-2021,.2758098,.1444253,2017
BEL,2017,INC,N,FALSE,EU-SILC,2,2003-2021,.2738797,.1377495,2017
BEL,2018,INC,N,FALSE,EU-SILC,2,2003-2021,.2721441,.1454278,2017
BEL,2019,INC,N,FALSE,EU-SILC,2,2003-2021,.272198,.146271,2017
BEL,2020,INC,N,FALSE,EU-SILC,2,2003-2021,.2595833,.1299056,2017
BEL,2021,INC,N,FALSE,EU-SILC,2,2003-2021,.2657773,.1347134,2017
BEN,2003,CONS,N,FALSE,QUIBB,0,2003,.385782,.2911713,2017
BEN,2011,CONS,N,FALSE,EMICOV,1,2011-2015,.4343971,.3514375,2017
BEN,2015,CONS,N,FALSE,EMICOV,1,2011-2015,.4775591,.4395388,2017
BEN,2018,CONS,N,FALSE,EHCVM,2,2018-2021,.3794864,.2692107,2017
BEN,2021,CONS,N,FALSE,EHCVM,2,2018-2021,.3439581,.215637,2017
BFA,1994,CONS,N,FALSE,EP-I,0,1994,.4807249,.4820081,2017
BFA,1998,CONS,N,FALSE,EP-II,1,1998-2003,.4994397,.6028197,2017
BFA,2003,CONS,N,FALSE,ECVM,1,1998-2003,.4325251,.3642938,2017
BFA,2009,CONS,N,FALSE,ECVM,2,2009,.3976223,.3146725,2017
BFA,2014,CONS,N,FALSE,EMC,3,2014,.3530123,.2424356,2017
BFA,2018,CONS,N,FALSE,EHCVM,4,2018-2021,.4301673,.3656669,2017
BFA,2021,CONS,N,FALSE,EHCVM,4,2018-2021,.3739129,.2639373,2017
BGD,1983,CONS,N,FALSE,HHES,0,1983-1988,.2587649,,2017
BGD,1985,CONS,N,FALSE,HHES,0,1983-1988,.269175,,2017
BGD,1988,CONS,N,FALSE,HHES,0,1983-1988,.2884655,,2017
BGD,1991,CONS,N,FALSE,HHES,1,1991-1995,.275708,.138252,2017
BGD,1995,CONS,N,FALSE,HHES,1,1991-1995,.3294298,.215424,2017
BGD,2000,CONS,N,FALSE,HIES,2,2000-2016,.3340653,.2183324,2017
BGD,2005,CONS,N,FALSE,HIES,2,2000-2016,.3320129,.2147358,2017
BGD,2010,CONS,N,FALSE,HIES,2,2000-2016,.3213032,.1994139,2017
BGD,2016,CONS,N,FALSE,HIES,2,2000-2016,.3238527,.206537,2017
BGD,2022,CONS,N,FALSE,HIES,3,2022,.3337316,.2063483,2017
BGR,2006,INC,N,FALSE,EU-SILC,5,2006-2014,.3570257,.2398489,2017
BGR,2007,INC,N,FALSE,EU-SILC,5,2006-2014,.3609599,.2345967,2017
BGR,2008,INC,N,FALSE,EU-SILC,5,2006-2014,.3357313,.1963259,2017
BGR,2009,INC,N,FALSE,EU-SILC,5,2006-2014,.338232,.2060125,2017
BGR,2010,INC,N,FALSE,EU-SILC,5,2006-2014,.3565357,.2351934,2017
BGR,2011,INC,N,FALSE,EU-SILC,5,2006-2014,.3427861,.2159481,2017
BGR,2012,INC,N,FALSE,EU-SILC,5,2006-2014,.3601392,.2415279,2017
BGR,2013,INC,N,FALSE,EU-SILC,5,2006-2014,.3657365,.2439504,2017
BGR,2014,INC,N,FALSE,EU-SILC,5,2006-2014,.3741857,.2614195,2017
BGR,2015,INC,N,FALSE,EU-SILC,6,2015-2021,.3856735,.275434,2017
BGR,2016,INC,N,FALSE,EU-SILC,6,2015-2021,.4059106,.3314053,2017
BGR,2017,INC,N,FALSE,EU-SILC,6,2015-2021,.4037905,.3528521,2017
BGR,2018,INC,N,FALSE,EU-SILC,6,2015-2021,.412841,.3668424,2017
BGR,2019,INC,N,FALSE,EU-SILC,6,2015-2021,.4027138,.3118419,2017
BGR,2020,INC,N,FALSE,EU-SILC,6,2015-2021,.4052315,.3543538,2017
BGR,2021,INC,N,FALSE,EU-SILC,6,2015-2021,.3900551,.2839886,2017
BIH,2001,CONS,N,FALSE,LSMS,0,2001-2004,.2996645,.1969499,2017
BIH,2004,CONS,N,FALSE,LSMS,0,2001-2004,.3403749,.1998314,2017
BIH,2007,CONS,N,FALSE,HBS,1,2007-2011,.3306159,.1848235,2017
BIH,2011,CONS,N,FALSE,HBS,1,2007-2011,.3303019,.1861008,2017
BLR,1998,CONS,N,FALSE,HHS,1,1998-2020,.3201835,.1833698,2017
BLR,1999,CONS,N,FALSE,HHS,1,1998-2020,.3173815,.1703601,2017
BLR,2000,CONS,N,FALSE,HHS,1,1998-2020,.3116748,.1672684,2017
BLR,2001,CONS,N,FALSE,HHS,1,1998-2020,.3057672,.1658815,2017
BLR,2002,CONS,N,FALSE,HHS,1,1998-2020,.3033624,.1663696,2017
BLR,2003,CONS,N,FALSE,HHS,1,1998-2020,.2882101,.1412185,2017
BLR,2004,CONS,N,FALSE,HHS,1,1998-2020,.2647988,.116589,2017
BLR,2005,CONS,N,FALSE,HHS,1,1998-2020,.2755341,.1270593,2017
BLR,2006,CONS,N,FALSE,HHS,1,1998-2020,.2827544,.1392342,2017
BLR,2007,CONS,N,FALSE,HHS,1,1998-2020,.2961238,.1582496,2017
BLR,2008,CONS,N,FALSE,HHS,1,1998-2020,.2782604,.1365975,2017
BLR,2009,CONS,N,FALSE,HHS,1,1998-2020,.276893,.1347734,2017
BLR,2010,CONS,N,FALSE,HHS,1,1998-2020,.285666,.1369792,2017
BLR,2011,CONS,N,FALSE,HHS,1,1998-2020,.2715255,.1249552,2017
BLR,2012,CONS,N,FALSE,HHS,1,1998-2020,.265262,.1226051,2017
BLR,2013,CONS,N,FALSE,HHS,1,1998-2020,.2657505,.1327335,2017
BLR,2014,CONS,N,FALSE,HHS,1,1998-2020,.2717667,.1324196,2017
BLR,2015,CONS,N,FALSE,HHS,1,1998-2020,.2563322,.1108896,2017
BLR,2016,CONS,N,FALSE,HHS,1,1998-2020,.2530662,.1098435,2017
BLR,2017,CONS,N,FALSE,HHS,1,1998-2020,.2544457,.111526,2017
BLR,2018,CONS,N,FALSE,HHS,1,1998-2020,.2524053,.1112794,2017
BLR,2019,CONS,N,FALSE,HHS,1,1998-2020,.2527785,.1099357,2017
BLR,2020,CONS,N,FALSE,HHS,1,1998-2020,.2438336,.103225,2017
BLZ,1993,INC,N,FALSE,LFS,0,1993-1999,.6025398,,2017
BLZ,1994,INC,N,FALSE,LFS,0,1993-1999,.6090843,,2017
BLZ,1996,INC,N,FALSE,SLC,2,1996,.5659369,.7848197,2017
BLZ,1997,INC,N,FALSE,LFS,0,1993-1999,.6042532,,2017
BLZ,1998,INC,N,FALSE,LFS,0,1993-1999,.5490603,.6342464,2017
BLZ,1999,INC,N,FALSE,LFS,0,1993-1999,.5326276,.5724432,2017
BOL,1990,INC,U,FALSE,EPF,0,1990-1992,.4203572,,2017
BOL,1992,INC,U,FALSE,EIH,0,1990-1992,.4911005,.4824459,2017
BOL,1997,INC,N,FALSE,ENE,1,1997,.5816443,.7016436,2017
BOL,1999,INC,N,FALSE,ECH,2,1999,.5809705,.6464706,2017
BOL,2000,INC,N,FALSE,ECH,3,2000-2002,.6163992,.7731459,2017
BOL,2001,INC,N,FALSE,EH,3,2000-2002,.573988,.6624578,2017
BOL,2002,INC,N,FALSE,EH,3,2000-2002,.5931104,.7127419,2017
BOL,2004,INC,N,FALSE,ECH,4,2004,.5500987,.6276473,2017
BOL,2005,INC,N,FALSE,EH,5,2005-2021,.5852793,.6932162,2017
BOL,2006,INC,N,FALSE,EH,5,2005-2021,.5666768,.6359716,2017
BOL,2007,INC,N,FALSE,EH,5,2005-2021,.5453707,.5732371,2017
BOL,2008,INC,N,FALSE,EH,5,2005-2021,.5081608,.4994056,2017
BOL,2009,INC,N,FALSE,EH,5,2005-2021,.4922296,.4819877,2017
BOL,2011,INC,N,FALSE,EH,5,2005-2021,.4608095,.3814556,2017
BOL,2012,INC,N,FALSE,EH,5,2005-2021,.4658193,.3898217,2017
BOL,2013,INC,N,FALSE,EH,5,2005-2021,.4758903,.4221204,2017
BOL,2014,INC,N,FALSE,EH,5,2005-2021,.4783066,.4623809,2017
BOL,2015,INC,N,FALSE,EH,5,2005-2021,.4673249,.4252171,2017
BOL,2016,INC,N,FALSE,EH,5,2005-2021,.45244,.3629478,2017
BOL,2017,INC,N,FALSE,EH,5,2005-2021,.4461895,.3514094,2017
BOL,2018,INC,N,FALSE,EH,5,2005-2021,.4257976,.3169484,2017
BOL,2019,INC,N,FALSE,EH,5,2005-2021,.4164476,.3088887,2017
BOL,2020,INC,N,FALSE,EH,5,2005-2021,.4364549,.3502579,2017
BOL,2021,INC,N,FALSE,EH,5,2005-2021,.4091332,.2939517,2017
BRA,1981,INC,N,FALSE,PNAD,0,1981-2011,.5793085,.6689217,2017
BRA,1982,INC,N,FALSE,PNAD,0,1981-2011,.5841711,.684943,2017
BRA,1983,INC,N,FALSE,PNAD,0,1981-2011,.5898801,.702701,2017
BRA,1984,INC,N,FALSE,PNAD,0,1981-2011,.5837604,.6809568,2017
BRA,1985,INC,N,FALSE,PNAD,0,1981-2011,.5558679,.5769028,2017
BRA,1986,INC,N,FALSE,PNAD,0,1981-2011,.5846461,.7075179,2017
BRA,1987,INC,N,FALSE,PNAD,0,1981-2011,.5969279,.7309288,2017
BRA,1988,INC,N,FALSE,PNAD,0,1981-2011,.6142836,.7718247,2017
BRA,1989,INC,N,FALSE,PNAD,0,1981-2011,.6329513,.8815372,2017
BRA,1990,INC,N,FALSE,PNAD,0,1981-2011,.6048727,.7492211,2017
BRA,1992,INC,N,FALSE,PNAD,0,1981-2011,.5317296,.5267695,2017
BRA,1993,INC,N,FALSE,PNAD,0,1981-2011,.6011882,.7657911,2017
BRA,1995,INC,N,FALSE,PNAD,0,1981-2011,.5956972,.720672,2017
BRA,1996,INC,N,FALSE,PNAD,0,1981-2011,.5988891,.7240154,2017
BRA,1997,INC,N,FALSE,PNAD,0,1981-2011,.5979966,.7273845,2017
BRA,1998,INC,N,FALSE,PNAD,0,1981-2011,.5960723,.7248971,2017
BRA,1999,INC,N,FALSE,PNAD,0,1981-2011,.5899159,.70467,2017
BRA,2001,INC,N,FALSE,PNAD,0,1981-2011,.5841333,.682979,2017
BRA,2002,INC,N,FALSE,PNAD,0,1981-2011,.5811364,.6782372,2017
BRA,2003,INC,N,FALSE,PNAD,0,1981-2011,.5756279,.6585497,2017
BRA,2004,INC,N,FALSE,PNAD,0,1981-2011,.5647875,.6370161,2017
BRA,2005,INC,N,FALSE,PNAD,0,1981-2011,.563163,.6370304,2017
BRA,2006,INC,N,FALSE,PNAD,0,1981-2011,.5564732,.6191564,2017
BRA,2007,INC,N,FALSE,PNAD,0,1981-2011,.5492774,.6003243,2017
BRA,2008,INC,N,FALSE,PNAD,0,1981-2011,.5404328,.581308,2017
BRA,2009,INC,N,FALSE,PNAD,0,1981-2011,.5368723,.5735647,2017
BRA,2011,INC,N,FALSE,PNAD,0,1981-2011,.5294759,.559654,2017
BRA,2012,INC,N,FALSE,PNADC-E1,1,2012-2022,.5343986,.5696771,2017
BRA,2013,INC,N,FALSE,PNADC-E1,1,2012-2022,.5268654,.5456228,2017
BRA,2014,INC,N,FALSE,PNADC-E1,1,2012-2022,.5203314,.5286942,2017
BRA,2015,INC,N,FALSE,PNADC-E1,1,2012-2022,.5193083,.527214,2017
BRA,2016,INC,N,FALSE,PNADC-E1,1,2012-2022,.5337148,.5603791,2017
BRA,2017,INC,N,FALSE,PNADC-E1,1,2012-2022,.5332552,.564631,2017
BRA,2018,INC,N,FALSE,PNADC-E1,1,2012-2022,.5389237,.5797493,2017
BRA,2019,INC,N,FALSE,PNADC-E1,1,2012-2022,.5351377,.5714173,2017
BRA,2020,INC,N,FALSE,PNADC-E5,1,2012-2022,.4890334,.484515,2017
BRA,2021,INC,N,FALSE,PNADC-E5,1,2012-2022,.5294281,.5517545,2017
BRA,2022,INC,N,FALSE,PNADC-E1,1,2012-2022,.5201918,.5386638,2017
BTN,2003,CONS,N,FALSE,BLSS,0,2003,.40898,.3091448,2017
BTN,2007,CONS,N,FALSE,BLSS,1,2007-2017,.3809077,.2575909,2017
BTN,2012,CONS,N,FALSE,BLSS,1,2007-2017,.3880933,.2851664,2017
BTN,2017,CONS,N,FALSE,BLSS,1,2007-2017,.3744141,.2462918,2017
BTN,2022,CONS,N,FALSE,BLSS,2,2022,.2845992,.1402333,2017
BWA,1985,CONS,N,FALSE,HIES,0,1985-1993,.5421211,,2017
BWA,1993,CONS,N,FALSE,HIES,0,1985-1993,.6079065,,2017
BWA,2002,CONS,N,FALSE,HIES,1,2002-2015,.6473131,.8956548,2017
BWA,2009,CONS,N,FALSE,CWIS,1,2002-2015,.6045905,.8225168,2017
BWA,2015,CONS,N,FALSE,BMTHS,1,2002-2015,.5332503,.5991259,2017
CAF,1992,CONS,N,FALSE,EPCM,0,1992,.6133075,,2017
CAF,2008,CONS,N,FALSE,ECASEB,1,2008,.5623661,.7637682,2017
CAF,2021,CONS,N,FALSE,EHCVM,2,2021,.4304642,.3460967,2017
CAN,1971,INC,N,FALSE,SCF-LIS,0,1971-1995,.3725714,.2389122,2017
CAN,1973,INC,N,FALSE,SCF-LIS,0,1971-1995,.3491035,.2088571,2017
CAN,1975,INC,N,FALSE,SCF-LIS,0,1971-1995,.340947,.1981012,2017
CAN,1977,INC,N,FALSE,SCF-LIS,0,1971-1995,.3373513,.1919144,2017
CAN,1979,INC,N,FALSE,SCF-LIS,0,1971-1995,.3347417,.1893637,2017
CAN,1981,INC,N,FALSE,SCF-LIS,0,1971-1995,.3296656,.183421,2017
CAN,1982,INC,N,FALSE,SCF-LIS,0,1971-1995,.3293241,.1830112,2017
CAN,1984,INC,N,FALSE,SCF-LIS,0,1971-1995,.3352024,.1924437,2017
CAN,1985,INC,N,FALSE,SCF-LIS,0,1971-1995,.3317662,.1916735,2017
CAN,1986,INC,N,FALSE,SCF-LIS,0,1971-1995,.31681,.170277,2017
CAN,1987,INC,N,FALSE,SCF-LIS,0,1971-1995,.3165566,.1702472,2017
CAN,1988,INC,N,FALSE,SCF-LIS,0,1971-1995,.3120113,.1654594,2017
CAN,1989,INC,N,FALSE,SCF-LIS,0,1971-1995,.3101912,.16398,2017
CAN,1990,INC,N,FALSE,SCF-LIS,0,1971-1995,.3137178,.1682297,2017
CAN,1991,INC,N,FALSE,SCF-LIS,0,1971-1995,.3195023,.1736843,2017
CAN,1992,INC,N,FALSE,SCF-LIS,0,1971-1995,.3156769,.1691189,2017
CAN,1993,INC,N,FALSE,SCF-LIS,0,1971-1995,.3168277,.1700574,2017
CAN,1994,INC,N,FALSE,SCF-LIS,0,1971-1995,.313089,.164985,2017
CAN,1995,INC,N,FALSE,SCF-LIS,0,1971-1995,.3151303,.1672889,2017
CAN,1996,INC,N,FALSE,SLID-LIS,1,1996-2011,.3276805,.1875842,2017
CAN,1997,INC,N,FALSE,SLID-LIS,1,1996-2011,.3311694,.1956991,2017
CAN,1998,INC,N,FALSE,SLID-LIS,1,1996-2011,.3321725,.2011666,2017
CAN,1999,INC,N,FALSE,SLID-LIS,1,1996-2011,.3306094,.1945344,2017
CAN,2000,INC,N,FALSE,SLID-LIS,1,1996-2011,.3341829,.2019509,2017
CAN,2001,INC,N,FALSE,SLID-LIS,1,1996-2011,.3355479,.2010714,2017
CAN,2002,INC,N,FALSE,SLID-LIS,1,1996-2011,.3356031,.1996241,2017
CAN,2003,INC,N,FALSE,SLID-LIS,1,1996-2011,.3380947,.2049171,2017
CAN,2004,INC,N,FALSE,SLID-LIS,1,1996-2011,.3377648,.2027464,2017
CAN,2005,INC,N,FALSE,SLID-LIS,1,1996-2011,.336218,.2017682,2017
CAN,2006,INC,N,FALSE,SLID-LIS,1,1996-2011,.3409054,.2107745,2017
CAN,2007,INC,N,FALSE,SLID-LIS,1,1996-2011,.3384101,.2099625,2017
CAN,2008,INC,N,FALSE,SLID-LIS,1,1996-2011,.3393057,.2083822,2017
CAN,2009,INC,N,FALSE,SLID-LIS,1,1996-2011,.3395215,.2043553,2017
CAN,2010,INC,N,FALSE,SLID-LIS,1,1996-2011,.335926,.2036162,2017
CAN,2011,INC,N,FALSE,SLID-LIS,1,1996-2011,.3265708,.185482,2017
CAN,2012,INC,N,FALSE,CIS-LIS,2,2012-2019,.3353901,.194186,2017
CAN,2013,INC,N,FALSE,CIS-LIS,2,2012-2019,.3379898,.196282,2017
CAN,2014,INC,N,FALSE,CIS-LIS,2,2012-2019,.331576,.191291,2017
CAN,2015,INC,N,FALSE,CIS-LIS,2,2012-2019,.3374648,.1970847,2017
CAN,2016,INC,N,FALSE,CIS-LIS,2,2012-2019,.3270182,.1855773,2017
CAN,2017,INC,N,FALSE,CIS-LIS,2,2012-2019,.3330821,.1936495,2017
CAN,2018,INC,N,FALSE,CIS-LIS,2,2012-2019,.3250927,.1837762,2017
CAN,2019,INC,N,FALSE,CIS-LIS,2,2012-2019,.3174965,.1759837,2017
CHE,1982,INC,N,FALSE,SIWS-LIS,0,1982,.3600737,.2670593,2017
CHE,1992,INC,N,FALSE,NPS-LIS,1,1992,.3385641,.2196903,2017
CHE,2000,INC,N,FALSE,IES-LIS,2,2000-2002,.3343106,.2130984,2017
CHE,2002,INC,N,FALSE,IES-LIS,2,2000-2002,.3168673,.1710501,2017
CHE,2006,INC,N,FALSE,EU-SILC,3,2006-2020,.3391881,.2130258,2017
CHE,2007,INC,N,FALSE,EU-SILC,3,2006-2020,.3425553,.2249867,2017
CHE,2008,INC,N,FALSE,EU-SILC,3,2006-2020,.337947,.2152438,2017
CHE,2009,INC,N,FALSE,EU-SILC,3,2006-2020,.3285586,.2035999,2017
CHE,2010,INC,N,FALSE,EU-SILC,3,2006-2020,.3255303,.1996059,2017
CHE,2011,INC,N,FALSE,EU-SILC,3,2006-2020,.3171362,.1791112,2017
CHE,2012,INC,N,FALSE,EU-SILC,3,2006-2020,.3156713,.1846404,2017
CHE,2013,INC,N,FALSE,EU-SILC,3,2006-2020,.3246219,.1927427,2017
CHE,2014,INC,N,FALSE,EU-SILC,3,2006-2020,.3252566,.195347,2017
CHE,2015,INC,N,FALSE,EU-SILC,3,2006-2020,.3230696,.1932627,2017
CHE,2016,INC,N,FALSE,EU-SILC,3,2006-2020,.3304245,.2113053,2017
CHE,2017,INC,N,FALSE,EU-SILC,3,2006-2020,.3267633,.1959657,2017
CHE,2018,INC,N,FALSE,EU-SILC,3,2006-2020,.3314105,.2117518,2017
CHE,2019,INC,N,FALSE,EU-SILC,3,2006-2020,.3399834,.2293038,2017
CHE,2020,INC,N,FALSE,EU-SILC,3,2006-2020,.3373793,.2188097,2017
CHL,1987,INC,N,FALSE,CASEN,0,1987-1998,.5621016,.6390859,2017
CHL,1990,INC,N,FALSE,CASEN,0,1987-1998,.572491,.7012985,2017
CHL,1992,INC,N,FALSE,CASEN,0,1987-1998,.5481449,.6434846,2017
CHL,1994,INC,N,FALSE,CASEN,0,1987-1998,.5643359,.7258737,2017
CHL,1996,INC,N,FALSE,CASEN,0,1987-1998,.5487368,.6229612,2017
CHL,1998,INC,N,FALSE,CASEN,0,1987-1998,.5552207,.6463991,2017
CHL,2000,INC,N,FALSE,CASEN,1,2000-2003,.5277201,.5867161,2017
CHL,2003,INC,N,FALSE,CASEN,1,2000-2003,.5148987,.5595905,2017
CHL,2006,INC,N,FALSE,CASEN,2,2006-2022,.4770973,.4581864,2017
CHL,2009,INC,N,FALSE,CASEN,2,2006-2022,.4740798,.4507947,2017
CHL,2011,INC,N,FALSE,CASEN,2,2006-2022,.4686917,.4354833,2017
CHL,2013,INC,N,FALSE,CASEN,2,2006-2022,.4682502,.4417454,2017
CHL,2015,INC,N,FALSE,CASEN,2,2006-2022,.4534447,.4122319,2017
CHL,2017,INC,N,FALSE,CASEN,2,2006-2022,.4527155,.4170082,2017
CHL,2020,INC,N,FALSE,CASEN,2,2006-2022,.4701182,.4576094,2017
CHL,2022,INC,N,FALSE,CASEN,2,2006-2022,.4304465,.3577148,2017
CHN,1990,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3222662,,2017
CHN,1993,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.338778,,2017
CHN,1996,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3522766,,2017
CHN,1999,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.3870322,,2017
CHN,2002,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4198572,,2017
CHN,2005,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4090077,,2017
CHN,2008,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4296504,,2017
CHN,2010,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4374495,,2017
CHN,2011,CONS,N,FALSE,CRHS-CUHS,1,1990-2012,.4240922,,2017
CHN,2012,CONS,N,FALSE,CNIHS,1,1990-2012,.4223717,,2017
CHN,2013,CONS,N,FALSE,CNIHS,2,2013-2020,.397364,,2017
CHN,2014,CONS,N,FALSE,CNIHS,2,2013-2020,.3917765,,2017
CHN,2015,CONS,N,FALSE,CNIHS,2,2013-2020,.385953,,2017
CHN,2016,CONS,N,FALSE,CNIHS,2,2013-2020,.3848052,,2017
CHN,2017,CONS,N,FALSE,CNIHS,2,2013-2020,.3907578,,2017
CHN,2018,CONS,N,FALSE,CNIHS,2,2013-2020,.3849764,,2017
CHN,2019,CONS,N,FALSE,CNIHS,2,2013-2020,.3816834,,2017
CHN,2020,CONS,N,FALSE,CNIHS,2,2013-2020,.3709083,,2017
CIV,1985,CONS,N,FALSE,EPAM,0,1985-1988,.4552627,.4055248,2017
CIV,1986,CONS,N,FALSE,EPAM,0,1985-1988,.3796976,.2566355,2017
CIV,1987,CONS,N,FALSE,EPAM,0,1985-1988,.405101,.3044545,2017
CIV,1988,CONS,N,FALSE,EPAM,0,1985-1988,.3688629,.2413873,2017
CIV,1992,CONS,N,FALSE,EP,1,1992-1998,.3938576,.2731115,2017
CIV,1995,CONS,N,FALSE,ENV,1,1992-1998,.4056382,.3087613,2017
CIV,1998,CONS,N,FALSE,ENV,1,1992-1998,.3895996,.2724298,2017
CIV,2002,CONS,N,FALSE,ENV,2,2002-2015,.4134004,.3249266,2017
CIV,2008,CONS,N,FALSE,ENV,2,2002-2015,.4318373,.3375679,2017
CIV,2015,CONS,N,FALSE,ENV,2,2002-2015,.414748,.3166258,2017
CIV,2018,CONS,N,FALSE,EHCVM,3,2018-2021,.3716888,.2456696,2017
CIV,2021,CONS,N,FALSE,EHCVM,3,2018-2021,.3527536,.2209971,2017
CMR,1996,CONS,N,FALSE,ECAM-I,0,1996,.4444676,.392163,2017
CMR,2001,CONS,N,FALSE,ECAM-II,1,2001-2014,.4213679,.363605,2017
CMR,2007,CONS,N,FALSE,ECAM-III,1,2001-2014,.4282006,.3397515,2017
CMR,2014,CONS,N,FALSE,ECAM-IV,1,2001-2014,.4664087,.3970884,2017
CMR,2021,CONS,N,FALSE,ECAM-V,2,2021,.4217607,.3114105,2017
COD,2004,CONS,N,FALSE,E123,0,2004-2012,.4216363,.3234655,2017
COD,2012,CONS,N,FALSE,E123,0,2004-2012,.4209971,.3227109,2017
COD,2020,CONS,N,FALSE,EGI-ODD,1,2020,.4474963,.4064847,2017
COG,2005,CONS,N,FALSE,ECOM,0,2005-2011,.4733054,.4345389,2017
